Address,City,Postal Code,Fine Amount
3570 Broadway,New York,10031,4137.182999999986
4410 Broadway,New York,10040,34345.942
4420 Broadway,New York,10040,35692.64199999999
600 East 26th Street,Brooklyn,11210,4877.599999999997
612 Argyle Road,Brooklyn,11230,61600.67099999999
1302 Avenue K,Brooklyn,11230,19242.4
1866 Ocean Avenue,Brooklyn,11230,28759.347999999994
1877 Ocean Avenue,Brooklyn,11230,37266.740000000005
6623 Ridge Boulevard,Brooklyn,11220,32647.760000000013
552 Riverside Drive,New York,10027,45951.012
380 Riverside Drive,New York,10025,112859.892
211 East 18th Street,New York,10003,59415.06399999999
18 West 70th Street,New York,10023,17694.699999999993
299 Riverside Drive,Manhattan,10025,83274.83600000001
710 West End Avenue,Manhattan,10025,82861.44600000003
50 Park Terrace West,New York,10034,15643.092999999988
70 Park Terrace East,New York,10034,15511.504999999992
105 West 72nd Street,New York,10023,6585.832000000003
230 East 44th Street,New York,10017,45447.105
300 East 46th Street,New York,10017,124508.37800000003
10 East 33rd Street,New York,10016,27473.885999999995
12 East 33rd Street,New York,10016,15998.126000000002
134 West 25th Street,New York,10001,35444.541
8711 18th Avenue,Brooklyn,11214,34121.291
441 E Fordham Road,Bronx,10458,37815.33600000021
140 W 62nd St,New York,10023,171980.96000000002
155 W 60th St,New York,10023,229546.15399999998
671 East Fordham Road,Bronx,10458,173384.744
463 East Fordham Road,Bronx,10458,347660.119
113 W 62nd St,New York,10023,437310.4739999998
"50-05 Metropolitan Ave,",Ridgewood,11385,108071
9214 Ridge Blvd,Brooklyn,11209,28850.199999999993
160 East 27th Street,New York,10016,47637
44-10 Ketcham Street,Queens,11373,27837.963999999996
50 Fort Place,Staten Island,10301,82155.4
175 Easter Parkway,Brooklyn,11238,56347
400 East 17 Street,Brooklyn,11226,56549.205999999984
651 Vanderbilt Street,Brooklyn,11218,102902.151
34-43 60th Street,Queens,11377,50441.35200000001
14-30 Seagirt Boulevard,Queens,11691,44426.35999999999
415 Ocean Parkway,Brooklyn,11218,23289.199999999993
35-10 150th Street,Queens,11354,59668.85999999998
83-75 Woodhaven Boulevard,Queens,11421,28598.548000000003
277 Washington Avenue,Brooklyn,11205,38704.292
67-50 Thornton Place,Queens,11375,39597.536
44 Prospect Park West,Brooklyn,11215,42698.296
3536 Cambridge Avenue,Bronx,10463,51990.995
75 Prospect Park West,Brooklyn,11215,5795.634000000005
202-212 Seeley Street,Brooklyn,11218,23091.41600000001
55 Eastern Parkway,Brooklyn,11238,28240.5
17 Chittenden Avenue,Manhattan,10033,2311.0979999999945
114-20 Queens Boulevard,Queens,11375,33189.924000000006
1818 Newkirk Avenue,Brooklyn,11226,98260.99400000002
180-185 Prospect Park Southwest,Brooklyn,11218,78807.81199999999
71 Ocean Parkway,Brooklyn,11218,36186.83399999999
209-10 41st Avenue,Queens,11361,89270.8
295 St Johns Place,Brooklyn,11238,73102.36
300 8th Avenue,Brooklyn,11215,9022.622000000003
181 East 93rd Street,New York,10128,42031.646
37 Warren Street,New York,10007,12071.121999999996
9425 Shore Road,Brooklyn,11209,56733.32200000001
9437 Shore Road,Brooklyn,11209,23610.800000000007
61 Oliver Street,Brooklyn,11209,83348
225 Park Place,Brooklyn,11238,58755.65
1825 Foster Avenue,Brooklyn,11230,29373.737999999998
95 Lexington Avenue,Brooklyn,11238,43540.55299999999
67-30 Clyde Street,Queens,11375,63918
157 East 32nd Street,New York,10016,159504.08599999998
77 Reade Street,New York,10007,51640.92
960 Sterling Place,Brooklyn,11213,58703.791999999994
9511 Shore Road,Brooklyn,11209,99977.46699999999
123-10 Ocean Promenade,Rockaway Park,11694,74003.644
149 Marine Avenue,Brooklyn,11209,52119.96999999999
131 74th St,Brooklyn,11209,77079.48000000001
460 Ovington Ave,Brooklyn,11209,29420.370000000003
401 8th Ave,Brooklyn,11215,42295.492000000006
408 St Johns Place,Brooklyn,11238,33540.2
9524 Ft Hamilton Parkway,Brooklyn,11209,16035.37799999999
124-10 Ocean Promenade,Queens,11694,55346.355
2277 Homecrest Ave,Brooklyn,11229,79549.1
2 Marine Ave,Brooklyn,11209,24349.541999999994
20 93rd St,Brooklyn,11209,27244.88000000001
338 Prospect,Brooklyn,11238,16427.394999999997
7001 Ridge Blvd,Brooklyn,11209,33720.22899999999
9615 Shore Rd,Brooklyn,11209,25004.399999999994
128-11 Newport Avenue,Queens,11694,24534.931
680 81st Street,Brooklyn,11228,36300.6
7401 Shore Rd,Brooklyn,11209,67906.175
160 Ocean Parkway,Brooklyn,11218,47288.600000000006
34 North Loop Road,New York,10044,30391.2
601 Lafayette Avenue,Brooklyn,11216,34089.600000000006
1630 East 15th Street,Brooklyn,11229,118617.33600000002
172 Montague Street,Brooklyn,11201,75839.511
76 Court Street,Brooklyn,11201,35204.614
147-10 41ST AVENUE,FLUSHING,11355,81609.41699999999
142-02 FRANKLIN AVENUE,FLUSHING,11355,13945.580999999987
"360 Furman Street Brooklyn, NY 11201",Brooklyn,11201,614497.468
225 13 St,Brooklyn,11215,64487.5
151 East 78th Street,New York,10075,55265.754
135 West 27th Street,New York,10001,12170.550000000007
179-45 110th Avenue,Queens,11433,171612.125
5 Riverside Drive,New York,10023,14184.837999999996
353 East 72nd Street,New York,10021,105539.137
404 East 79th Street,New York,10075,117697.09099999999
11 Maple St,Brooklyn,11225,20375.36999999999
222 E 188 St,Bronx,10458,30880.97
2300 Linden Blvd,Brooklyn,11208,30962.575999999994
189 West 89th Street,New York,10024,167085.605
309 5th Avenue,New York,10016,159322.583
888 Main Street,New York,10044,131212.8
560 West 43rd Street,New York,10036,112669.54500000001
420 East 54th St.,New York,10022,550448.2150000001
75 Clinton Street,Brooklyn,11201,49647.469000000005
800 Sixth Avenue,New York,10001,52695.768
160 West 24th St,New York,10011,222897.40899999996
10 Hanover Square,New York,10005,271611.83599999995
606 1st Avenue,New York,10016,522173.07599999994
120 West 21st Street,New York,10011,129173.78899999998
95 Wall Street,New York,10005,166523.0060000001
395 Leonard Street,Brooklyn,11211,161780.41100000002
201 East 86th Street,New York,10028,70171.78000000001
610-628 Smith Street,Brooklyn,11231,39905.2
341 W. 50th Street,New York,10019,18458.432999999986
229 East 29th Street,Manhattan,10016,35465.043
446 Central Park West,New York,10025,38547.77999999999
39 W27Th Street,Manhattan,10001,16218.623000000001
944 Rogers Place,Bronx,10459,43210.042
917 Westchester Ave,Bronx,10459,84554.737
110 Rochester Ave,Brooklyn,11213,146700.185
358 Vernon Ave,Brooklyn,11206,40767.423
1 Vernon Ave,Brooklyn,11206,27038.922000000002
628 West 125th,New York,10027,179111.70299999998
558 RIVERSIDE DRIVE,Manhattan,10027,464059.152
560 Riverside Drive,New York,10027,199349.99099999998
59 East 4 Street,New York,10003,19081.6
280 East 3rd Street,New York,10009,8218.219999999998
710 Avenue S,Brooklyn,11223,37439.600000000006
1948 Troutman St,Ridgewood,11385,54605
609 W 137th Street,New York,10031,25262.35
607 W 137th Street,New York,10031,24163.55
1952 Benedict Avenue,Bronx,10462,25262.081999999995
36-01 31 St Avenue,Astoria,11106,46.90000000000305
134 E MOSHOLU PKWY SO,BRONX,10458,21895.6
2910 GRAND CONCOURSE,BRONX,10458,15667.547999999995
525 Clinton Ave,Brooklyn,11238,48120.539
66 AINSLIE ST,BROOKLYN,11211,43539.548
325 LAFAYETTE AVE,Brooklyn,11238,195471.42799999999
222 JOHNSON AVE,BROOKLYN,11206,145335.931
144 East 24th Street,New York,10010,22057.003000000004
60 East 12th Street,New York,10003,54753.06999999997
933 Rogers Ave,Brooklyn,11226,36140.537000000004
937 Rogers Ave,Brooklyn,11226,37158.937
358 Grove Street,Brooklyn,11237,18215.892999999993
2254 CEDAR AVE,BRONX,10468,55284.112
2269 Hampden Place,BRONX,10468,50267.956000000006
1291-1295 SPOFFORD AVE,BRONX,10474,54625.1
2114 BEDFORD AVE,Brooklyn,11226,31301.595999999998
555 Waverly Avenue,Brooklyn,11238,184876.58399999997
361 East 50th Street,New York,10022,50812.799999999996
2053 Frederick Douglass Blvd,New York,10026,33713.998
78 Prospect Park West,Brooklyn,11215,10545.8
490 Myrtle Avenue,Brooklyn,11205,2302.722999999979
504 Myrtle Avenue,Brooklyn,11205,79009.01299999999
62-60 99th Street,Queens,11374,318397.4
869 East 147th St,Bronx,10455,230741.16599999997
546 Gulf Avenue,Staten Island,10314,1473407.1840000001
41-45 TIEMANN PLACE,MANHATTAN,10027,26605.164000000008
"100 Hudson Street, New York",Manhattan,10013,39955.986
308 E 8 Street,New York City,10009,89552.2
740 - 750 Grand St,Brooklyn,11211,3476.294999999999
149 47 Street,Brooklyn,11232,52220.80500000001
16E 32St.,New York,10016,118990.66
2408 Ocean Ave,Brooklyn,11229,51253.793999999994
970 Boston Road,Bronx,10465,42609.989999999954
665 East 163rd Street,Bronx,10456,119685.11499999999
280 E 91st Street,Brooklyn,11212,5258.294000000005
502 West 151 Street,New York,10031,4873.713999999997
528 West 151st Street,New York,10031,14073.014999999998
820 Jackson Avenue,Bronx,10456,4320.561999999992
949 Anderson Avenue,Bronx,10452,10836.244999999994
951 Woodycrest Avenue,Bronx,10452,11789.990000000002
1019-1031 Winthrop Street,Brooklyn,11212,17634.4
21-30 44th ave,long island city,11101,21935.8
57-10 49th street,maspeth,11378,22288.88999999999
172 Montague Street,Brooklyn,11201,69219.911
38-40 West 45th Street,New York,10036,30793.199999999993
358 Broadway,Manhattan,10013,68779.51999999999
145 19 Street,Brooklyn,11232,42293.415
150 Brighton 15 St,Brooklyn,11235,32662.5
2011 Ocean Ave,Brooklyn,11230,43000.6
2510 Ocean Parkway,Brooklyn,11235,36977.634999999995
1 Arden Street,New York,10040,42452.00399999999
260 Convent Ave,New York,10031,43529.967000000004
41-47 Saint Nicholas Terrace,New York,10027,26846.899999999987
250 West 99th Street,New York,10025,32189.479999999996
101 Clinton Street,Brooklyn,11201,11349.800000000007
205 West 13th Street,Manhattan,10011,21259.1
53 Hamilton Terrace,New York,10031,74583.99799999999
585 West 204th Street,Manhattan,10034,26440.21
631 Edgecombe Avenue,Manhattan,10032,26317.6
634 Saint Nicholas Avenue,Manhattan,10030,15175.768000000002
666 Saint Nicholas Avenue,Manhattan,10030,10099.043999999998
709 West 176th Street,Manhattan,10033,51182.64
53-63 Hamilton Terrace,New York,10031,50170.672
37-10 Crescent Street,Brooklyn,11101,95159.631
5-35 54th Avenue,Long Island City,11101,77379.64
1916 Ocean Ave,Brooklyn,11230,42659.436
43-10 44th St,Sunnyside,11104,15475.659999999994
105 Evergreen Ave,Brooklyn,11206,15289.399999999987
24-01-24-25 Brooklyn Queens Expressway W,Woodside,11377,203710.552
46-06 Vernon Blvd,Queens,11101,37680.197
215 W 94th St,New York,10025,103396.81199999999
196-12 69th avenue,Fresh Meadows,11365,2572.800000000006
150-160 West 168th Street,Bronx,10452,17962.365
35 East Clarke Place,Bronx,10452,23388.96300000001
121-125 East 110th Street,New York,10029,12039.230000000003
1335 College Avenue,Bronx,10456,16160.400000000003
1361 College Avenue,Bronx,10456,3216
2017 Morris Avenue,Bronx,10453,10471.496999999996
22-24 Marcy Place,Bronx,10452,7772
2299 Andrew Avenue North,Bronx,10468,20346.76099999999
235 Cypress Avenue,Bronx,10454,6485.600000000005
287 Bainbridge St,Brooklyn,11233,19011.652000000002
30 East Clarke Place,Bronx,10452,13879.652999999991
353 Cypress Avenue,Bronx,10454,24144.655999999995
540 Audubon Avenue,New York,10040,8533.79
574 East 138th Street,Bronx,10454,15403.300000000003
700 East 141st Street,Bronx,10454,13247.575
747 Melrose Avenue,Bronx,10451,3738.5999999999967
1077 Boston Road,Bronx,10456,12400.762
881 Grand Street,Brooklyn,11211,25602.71
76 Schermerhorn Street,Brooklyn,11201,58765.16399999999
165 East 66th Street,New York,10065,378389.13300000003
25 East 21st Street,New York,10010,7412.879999999999
200 Amsterdam Avenue,New York,10023,462259.19700000004
110 Charlton Street,New York,10014,362604.871
445 West 240th Street,Bronx,10463,69428.54899999998
3530 Henry Hudson Parkway,Bronx,10463,270894.39999999997
6300 Riverdale Avenue,Bronx,10471,55770.8
8630 98 St,Queens,11421,4590.236999999997
3235 Cambridge Avenue,Bronx,10463,4129.879999999992
3636 Fieldston Road,Bronx,10463,112621.774
45-53 Central Park North,New York,10026,5431.824000000008
897 Empire Blvd,Brooklyn,11213,1769.4700000000055
86 West 119th Street,New York,10026,30675.949999999993
211 East 53rd Street,New York,10022,82019.189
3601 Johnson Avenue,Bronx,10463,100869.77300000002
170 West 76th Street,Manhattan,10023,12717.739000000001
1800 Adam Clayton Powell Junior Boulevard,Manhattan,10026,18838.524
2023 Belmont Avenue,Bronx,10457,9993.251000000002
302 West 79th Street,Manhattan,10024,30297.399999999994
333-335 East 209th Street,Bronx,10467,15490.400000000003
530 Manhattan Avenue,Manhattan,10027,5567.968000000003
855 West End Avenue,New York,10025,20885.173
325 West 52nd Street,New York,10019,6492.299999999991
2601 Frederick Douglas Boulevard,New York,10030,24254.67
575 6th Avenue,New York,10011,6850.75
50 King Street,New York,10014,23687.31400000001
312-314 West 94th Street,New York,10025,17892.35
320 West 90th Street,New York,10024,20782.327999999998
3656 Johnson Avenue,Bronx,10463,62979.799000000006
109-20 Queens Boulevard,Queens,11375,70132.25
190 Garfield Place,Brooklyn,11215,32325.020999999997
3117 Broadway,New York,10027,14186.17800000001
2711 Avenue X,Brooklyn,11235,40470.14399999998
711 Amsterdam Ave,New York,10025,231221.489
57 Reade Street,New York,10007,104201.147
17 West 54th Street,New York,10019,116419.2
1 Prospect Park West,Brooklyn,11238,169822.68899999995
463 West Street,Manhattan,10014,505144.021
"150 East 57th Street, New York",Manhattan,10022,71669.967
"985 5th Avenue, New York",Manhattan,10075,65775.977
800 5th Avenue,Manhattan,10065,106641.68900000003
"450 East 63rd Street, New York",Manhattan,10065,405996.95200000005
"55 West 25th Street, New York",Manhattan,10010,293696.2419999999
200 W 67th Street,New York,10023,100755.60500000004
450 Kent Ave,Brooklyn,11211,188792.80099999998
10 West 46 Street,New York,10036,37435.37900000001
636 Eleventh Avenue,New York,10036,460303.46699999995
227 Mulberry Street,New York,10012,11172.450999999995
4600 14 Avenue,Brooklyn,11219,38835.20999999999
5100 15th Avenue,Brooklyn,11219,136508.748
5120 19th Avenue,Brooklyn,11204,54586.507999999994
1295 Grand Concourse,Bronx,10452,6759.228000000001
178 Hooper St,Brooklyn,11211,31563.699999999993
555 Crown St,Brooklyn,11213,43684.335
1183 Gerard Avenue,Bronx,10452,22364.6
101 wall st,New York,10005,41252.90499999999
212-222 East 165 Street (218),Bronx,10456,32004.56
20 Crooke Ave,Brooklyn,11226,5505.121999999996
919 East 10th Street,Brooklyn,11230,194012.369
195 Montrose Ave,Brooklyn,11206,58035.533999999985
11 East Broadway,New York,10038,22130.83700000001
9030 Metropolitan Ave,Queens,11374,5911.811999999992
94-02 93 Street,Queens,11416,97320.18
1225-1239 2nd Avenue,Manhattan,10065,177747.38199999995
2386 Ryer Avenue,Bronx,10458,4996.189999999996
125 Brighton 11th Street,Brooklyn,11235,52822.799999999974
200 Brighton 15th Street,Brooklyn,11235,86845.4
211 Brighton 15th Street,Brooklyn,11235,63078.087999999996
219 Brightwater Court,Brooklyn,11235,25406.4
146 East 19th Street,Brooklyn,11226,15039.087999999996
165 East 19th Street,Brooklyn,11226,68050.55999999998
287 East 18th Street,Brooklyn,11226,9522.04
80 Clarkson Avenue,Brooklyn,11226,73184.033
140 Clarkson Ave,Brooklyn,11226,12104.019000000011
1775 East 18th Street,Brooklyn,11229,50291.80799999999
231 Brightwater Court,Brooklyn,11235,33480.101
79 Brighton 11th Street,Brooklyn,11235,15054.900000000003
182-188 Columbus Avenue,New York,10023,17253.84
234 East 85 Street,New York,10028,19649.156999999996
147 West 25 Street,Manhattan,10001,39728.387
3066 Buhre Avenue,Bronx,10461,35902.218
3052 Kingsbridge,Bronx,10463,6619.600000000012
41 Flatbush Avenue,Brooklyn,11217,280254.56799999997
201 Hamilton Avenue,New York,10301,160020.11999999997
212 East 122 Street,New York,10035,11591
1420 Gateway Boulevard,Queens,11691,37901.9
22-30 Mott Avenue,Queens,11691,66406.37999999999
42-25 Hampton Street,Queens,11373,41868.3
42-37 Hampton Street,Queens,11373,40993.681999999986
88-44 161st Street,Queens,11432,63147.83499999999
89-24 164th Street,Queens,11432,43574.18699999999
168-42 88th Avenue,Queens,11432,11091.98400000001
900 Third Ave,New York,10022,579315.8819
500 East 62nd Street,New York,10021,31427.958000000006
201 East 24th Street,New York,10010,4948.888000000003
230 West 54th Street,New York,10019,11046.089000000013
55 West 110th Street,New York,10026,25050.562999999995
92-32 Union Hall Street,Jamaica,11433,58638.4
317 WEST 45th STREET,New York,10036,7031.917999999997
316 WEST 95th STREET,New York,10025,26768.710999999992
247 WEST 63rd STREET,New York,10023,41506.768000000004
242-248 WEST 64th STREET,New York,10023,61129.795
239 WEST 63rd STREET,New York,10023,42123.168000000005
236-240 WEST 64th STREET,New York,10023,62844.994999999995
235 WEST 63rd STREET,New York,10023,37674.368
167 WEST 9th STREET,Brooklyn,11231,42464.131
205 WEST 145 STREET,New York,10039,3541.552999999995
850 WEST END AVENUE,New York,10025,19277.642
315 WEST 94th STREET,New York,10025,8530.841999999993
2201 ADAM C POWELL BLVD,New York,10027,101816.28199999999
243 West 63rd Street,New York,10023,58369.46199999998
745 Fifth Ave.,New York,10151,184068.42999999993
90 East 170 Street,Bronx,10452,43900.20899999999
609 JACKSON AVE,BRONX,10455,50715.65
910 Dinsmore Avenue,Far Rockaway,11691,30836.08
"31 Howard Street, 5th floor",New York,10013,35707.65
33-01 11 Street,Astoria,11106,20387.028
600 West 113th Street,New York,10027,136516.788
601 West 115th  Street,New York,10027,92973.48800000001
573 W 131 Street,New York,10027,30928.54
66 Charlton St ENT,NEW YORK,10013,23821.179999999997
330 W 40 St HVU,NEW YORK,10018,55342
228 Duffield St,BROOKLYN,11201,70360.98799999998
216 Duffield ST,BROOKLYN,11201,11613.78000000001
326 W 40H St,NEW YORK,10018-1404,27250.642000000007
49-53 Ann Street,NEW YORK,10038,17669.91
6 Platt Street,New York,10038,2472.434000000003
9 Beaver St,Brooklyn,11206,35845
21 West 37th St,New York,10018,11244.610000000002
60 West 36th Street,New York,10018,25650.213000000003
311 West 39 Street,New York,10018,80735
231 East 43rd St,New York,10017,21756.10599999999
9 Malcolm X Blvd,Brooklyn,11221,45926.892
15 West 45 Street,New York,10036,32091.123999999993
412 E 90th St,New York,10128,13462.108999999993
119 E 11th Street,New York,10003,20387.966000000004
1502 Bassett Avenue,Bronx,10461,467821.47
33-24 Northern Boulevard,Long Island City,11101,22777.186
28-08 35 Street,Astoria,11103,7179.1839999999875
11 Spencer Court,Brooklyn,11205,32126.5
50 Bowery,New York,10013,55613.01499999998
154 Scott Avenue,Brooklyn,11237,103334.1
110 East 153 St,Bronx,10451,78122
4095 Amboy Road,Staten Island,10308,27973.236999999997
325 Marine Ave,Brooklyn,11209,15649.859999999995
54 Bay 29th St,Brooklyn,11214,25835.2
824 Brook Avenue,Bronx,10451,26592.300000000007
141 East 28th Street,Manhattan,10016,17805.92
70 Haven Avenue,New York,10032,65573.83799999999
26 Beaver Street,New York,10004,36049.818999999996
30 West 15th Street,New York,10011,40821.559
250 West 15th Street,New York,10011,23155.199999999993
250 West 16th Street,New York,10011,50640.74399999999
128 University Place,New York,10003,23081.5
125 West 76th Street,New York,10023,17821.06199999999
45 5th Avenue,New York,10003,11718.031999999997
325 East 80th St,New York,10075,1236.4179999999967
333 East 80th St,New York,10075,1991.1059999999898
317 East 109th Street,New York,10029,45545.996999999996
159-00 Riverside Drive West,New York,10032,294853.60000000003
220 E 4th Streeet,New York,10009,16958.50399999999
219 West 107th Street,New York,10025,40518.384000000005
1 Brighton Avenue,Staten Island,10301,53206.37499999999
1248 Nelson Avenue,Bronx,10452,15668.486000000004
99 Pitt Street,New York,10002,39743.73
114 West 26th Street,New York,10001,68370.15000000002
152-65 Rockaway Boulevard,Queens,11434,38659
333 East 93rd Street,New York,10128,25707.9
306 East 96th Street,New York,10128,111164.25600000004
3 East 101st Street,New York,10029,37131.13200000001
1245 Park Avenue,New York,10128,290119.71499999997
50 East 98th Street,New York,10029,162568.8
1249 Park Avenue,New York,10029,44228.57599999998
72 East 97th Street,New York,10029,14840.5
52 East 97th Street,New York,10029,77425.2
51 East 97th Street,New York,10029,4904.400000000003
1391 Madison Avenue,New York,10029,11658
645 Barretto Street,Bronx,10474,4518.480000000003
1045 Anderson Ave,Bronx,10452,1451.2199999999903
80 Richards Street,Brooklyn,11231,55778.237
1214 Avenue M,Brooklyn,11230,18098.374999999996
246 5 Avenue,Manhattan,10001,8556.770999999997
1925 Ocean Avenue,Brooklyn,11230,15517.2
355 Kings Highway,Brooklyn,11223,35816.592000000004
52 92nd Street,Brooklyn,11209,11265.580999999995
2331 Ocean Avenue,Brooklyn,11229,12053.3
1740 West 4th Street,Brooklyn,11223,84960.62299999999
998-1010 East 35th Street,Brooklyn,11210,48600.325999999994
6911 Shore Road,Brooklyn,11223,16138.558
8686 Bay Parkway,Brooklyn,11223,12949.224000000004
81-14 Queens Boulevard,Queens,11373,30672.934999999998
675 Academy Street,New York,10018,59283.475999999995
3165 Emmons Avenue,Brooklyn,11235,53969.90700000001
2409 Ocean Avenue,Brooklyn,11229,44609.404
6833 Shore Road,Brooklyn,11220,31827.00999999999
2128 Ocean Avenue,Brooklyn,11229,109617.36
412 Kings Highway,Brooklyn,11223,35315.432
1251 East 19th Street,Brooklyn,11230,58306.950999999994
2388 Ocean Avenue,Brooklyn,11229,61733.331000000006
782 Wythe Ave,Brooklyn,11230,42056.100999999995
16 Sloan place,Brooklyn,11223,72284.95999999999
581 Ocean Parkway,Brooklyn,11218,34506.005000000005
824 Lexington Avenue,Brooklyn,11221,61412.200000000004
110 4th Avenue,Brooklyn,11217,47095.505999999994
3440 Guider Ave,Brooklyn,11235,29476.918000000005
185 10th Avenue,New  York,10011,50564.9
845 Third Avenue,New York,10022,48348.339000000014
201 East 77 Street,New York,10075,113123.805
135-27 38th ave,flushing,11354,52005.4
620 EAST 178TH STREET,BRONX,10457,28103.953999999998
147 West 70th Street,New York,10023,28274
116 East 97th St,New York,10128,28591.58
3206 Emmons Avenue,Brooklyn,11235,31389.5
163-175 East 75th Street,New York,10021,48910
3135 KINGSBRIDGE AVENUE,Bronx,10463,18699.7
1345 Grand Concourse,Bronx,10452,2395.919999999999
39-17 22nd Street,Long Island City,11101,50531.4
364 East 151st Street,Bronx,10455,188.67199999998684
1213 Avenue Z,Brooklyn,11235,98193.39100000002
1237 Avenue Z,Brooklyn,11235,91210.85199999998
1441 Third Avenue,New York,10028,84973.48699999998
1950 Hutchinson River Parkway,Bronx,10461,116903.20799999997
2546 E 13th Street,Brooklyn,11235,73572.83399999999
3020 Avenue Y,Brooklyn,11235,264033.60000000003
334 W 86 Street,New York,10024,91582.96999999999
344 W 23rd Street,New York,10011,47565.778999999995
116-01 157th Street,Jamaica,11434,191378.80000000002
130 Beach 119 St,Rockaway Park,11694,55100.799999999996
166 W 22nd Street,New York,10011,16589.2
420 E 58th Street,New York,10022,55851.2
1237 Avenue Z,Brooklyn,11235,262977.07699999993
1250 Ocean Parkway,Brooklyn,11230,67469
1171 Ocean Parkway,Brooklyn,11230,44447.8
140 Cadman Plaza West,Brooklyn,11201,190159.4
526 Gulf Avenue,Staten Island,10314,1202315
566 Gulf Avenue,Staten Island,10314,318384
586 Gulf Avenue,Staten Island,10314,1583853.2
627 East 187th Street,Bronx,10458,9114.679999999997
1622 Victory Blvd.,Staten Island,10314,45259.304
2 West Loop Road,New York,10044,290786.298
2952 Harding Avenue,Bronx,10465,87210.014
1711 DAVIDSON AVENUE,Bronx,10453,146629.5
251 Morris Avenue,Bronx,10451,40677.575999999994
103-10 Queens Boulevard,Flushing,11375,59283.60999999999
110-20 71st Avenue,Flushing,11375,111911.775
110-34 73rd Road,Flushing,11375,78946.97099999999
113-14 72nd Road,Flushing,11375,112848.09999999999
137-04 68th Drive,Flushing,11367,329778.69
160-15 Powells Cove Blvd,Whitestone,11357,32857.134999999995
17-85 215th Street,Flushing,11360,113291.77399999992
18-15 215th Street,Flushing,11360,116214.78299999994
18-40 211th Street,Flushing,11360,410311.14900000003
18-55 Corporal Kennedy St,Flushing,11360,297634.10000000003
209-21 26th Avenue,Flushing,11360,245095.04499999998
210-50 41st Avenue,Flushing,11361,24341.1
211-65 23rd Avenue,Flushing,11360,499523.05600000004
23-22 30th Road,Long Island City,11102,112596.783
2410 Barker Avenue,Bronx,10467,13032.84000000003
25 Plaza Street,Brooklyn,11217,59464.51000000002
3400 Paul Avenue,Bronx,10468,161256.80599999995
35-53 77 Street,Flushing,11372,61342.319
41-07 42nd Street,New York,10017,33668.37100000001
411 E 10th Street,New York,10009,463246.04000000004
42-49 Colden St,Flushing,11355,87833.18099999995
43-10 48th Avenue,Flushing,11377,156611.428
43-23 Colden St,Flushing,11355,178591.98400000003
43-32 Kissena Blvd,Flushing,11355,89720.772
43-44 Kissena Blvd,Flushing,11355,158160.401
43-70 Kissena Blvd,Flushing,11355,108535.64500000003
45 Fairview Avenue,New York,10040,276108.943
48-01 42nd Street,Long Island City,11104,189924.9
505 LaGuardia Place,New York,10012,163077.531
52-09 99th Street,Flushing,11368,88348.947
56 Hegeman Avenue,Brooklyn,11212,373887.805
59-11 Queens Boulevard,Flushing,11377,72545.456
63-33 98th Place,Flushing,11374,138791.57200000004
654 Clarkson Avenue,Brooklyn,11203,70013.66
67-01 136th Street,Flushing,11367,155410.453
68-04 136th Street,Flushing,11367,176138.444
68-22 138th Street,Flushing,11367,103996.328
71-36 110th Street,Flushing,11375,70187.19
71-50 Parson Blvd,Flushing,11367,171329.38500000004
79-10 34th Avenue,Flushing,11372,125444.09999999998
83-05 98th Street,Jamaica,11421,249863.1
86-39 Shore Parkway,Jamaica,11414,40357.04799999999
99 Hillside Avenue,New York,10040,291680.48000000004
199 State Street,Brooklyn,11201,69216.49399999999
99-10 60th Avenue,Flushing,11368,52575.57
810 10th Avenue,New York,10019,169526.68300000002
500 Brightwater Court,Brooklyn,11235,180102.69999999998
162-01 Powells Cove Blvd,Whitestone,11357,94684.4
162-21 Powells Cove Blvd.,Whitestone,11357,97927.2
162-41 Powells Cove Blvd,Whitestone,11357,102885.2
46-01 39th Avenue,Long Island City,11104,119057.32499999997
33-49 91st Street,Flushing,11372,351612.31499999994
21 St James Place,Brooklyn,11205,238439.80099999998
2659 W 36 Street,Brooklyn,11224,18019.046999999988
3555 Olinville Ave,Bronx,10467,122248.2
3511 Barnes Ave,Bronx,10467,129229.59999999999
84-50 169 Street,Jamaica,11432,18706.399999999987
68-01 Bell Blvd,Bayside,11364,227049.6
291 Union Street,Brooklyn,11231,33742.338999999985
39-25 51st Street,Woodside,11377,300441.39999999997
67-02 Springfield Blvd,Bayside,11364,510580.2
2520 Batchelder Street,Brooklyn,11235,359133.4
156-20 Riverside Drive West,New York,10032,527852.7999999999
44-05 Macnish Street,Elmhurst,11373,29011
44-10 Macnish Street,Elmhurst,11373,33312.39999999999
11 Ft. George Hill,New York,10040,58506.409999999974
151-25 88th Street,Jamaica,11414,90657.968
2885 West 12th Street,Brooklyn,11224,1598727.2
140-15 Holly Avenue,Flushing,11355,4663.199999999993
141-05 Pershing Crescent,Jamaica,11435,44166.4
155 W 18th Street,New York,10011,89163.59999999999
53 Broadway,Brooklyn,11249,136331.6
3131 Brighton 13th Street,Brooklyn,11235,240382.6
1311 Brightwater Avenue,Brooklyn,11235,205703.4
196 Sixth Ave,New York,10013,22566.337000000003
219 West 80th St,New York,10024,24282.743
41-36  51 St,Astoria,11377,30854.906999999996
46 West 95th St,New York,10025,22859.060000000005
