Address 1,City,Postal Code,Largest Property Use Type - Gross Floor Area (ft²),Natural Gas Use (therms),Electricity Use - Grid Purchase (kWh),Green Power - Offsite (kWh),Net Emissions (Metric Tons CO2e),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Latitude,Longitude
3025 Ocean Avenue,Brooklyn,11235,94100,2424.999999,467774.2,0,174.6,0,3696.1,40.587339,-73.949112
2906 Brighton 12th Street,Brooklyn,11235,112389,1671.99999,536249.1,0,143.9,0,8962.3,40.581578,-73.955323
110 Shore Blvd.,Brooklyn,11235,81000,45432.00008,218341.1,0,296.3,0,3203.2,40.581758,-73.953592
2800 Coyle Street,Brooklyn,11235,145000,96866.00285,594649.4,0,664.2,0,9281.1,40.585065,-73.934159
3039 Ocean Pkwy,Brooklyn,11235,28480,17710.99983,100198.4,0,119.3,0,1385.7,40.576697,-73.96843
2909 Ocean Avenue,Brooklyn,11235,44840,33095.00342,172441.8,0,219.2,0,2188.1,40.590101,-73.94964
1289 East 19th Street,Brooklyn,11234,60036,28736.99947,179998.2,0,198,0,2546.8,40.619179,-73.956372
313-23 Brightwater Court,Brooklyn,11235,43669,33894.00282,154464.2,0,218.9,0,4136.9,40.575685,-73.963445
10 Avenue P,Brooklyn,11202,55961,54721.00376,287218.7,0,363,0,3871.9,40.607154,-73.988029
1410 Avenue South,Brooklyn,11229,50400,41199.0004,395439.1,0,328.6,0,1811.4,,
1685-1693 East 21st Street,Brooklyn,11210,39305,7070.000116,111246.7,0,65.6,0,805.7,40.612014,-73.952742
1717 Avenue N,Brooklyn,11230,90000,71454.99936,270077.5,0,447.5,0,5739.4,40.615864,-73.957443
2900 Ocean Avenue,Brooklyn,11235,78912,73781.9979,293156.3,0,465.7,0,4413.5,40.590279,-73.949693
1930-1970 Bergen Avenue,Brooklyn,11234,249591,Not Available,1003224.4,0,252.6,0,Not Available,40.625011,-73.907771
3311 Shore Pkwy / 1516 Voorhies Ave,Brooklyn,11235,87300,59858.00099,417123.7,0,422.9,0,Not Available,,
2400 East 3rd Street,Brooklyn,11223,156610,95006.99567,761442.1,0,720.9,0,7718.4,40.591565,-73.967591
602 Avenue T,Brooklyn,11223,79920,66261.99747,247000.5,0,414.1,0,4186.1,40.600134,-73.965444
2620 Ocean Pkwy,Brooklyn,11223,67272,41500.99774,217526.8,0,292.8,0,2780.5,40.586171,-73.966276
2615 East 17th Street,Brooklyn,11235,36299,Not Available,263995.6,0,66.5,0,1555.2,40.58778,-73.95237
1840 East 13th Street,Brooklyn,11229,132000,76076.99913,380290.1,0,499.8,0,Not Available,40.604584,-73.959395
601 Brightwater Court,Brooklyn,11235,82620,47105.00043,200229.5,0,300.6,0,2954.7,40.575816,-73.961026
80 Avenue P,Brooklyn,11204,90000,64485.99722,288034.5,0,425.3,0,Not Available,40.607436,-73.985468
450 West 15th Street,New York,10011,313106,124982.685,1962512.9,0,1404.4,0,3263.9,40.742463,-74.006842
1380 University Avenue,Bronx,10452,185034,134667.0923,733321.7,0,899.9,0,15685.7,40.842425,-73.925928
1520 Sedgwick Avenue,Bronx,10453,119919,131238.8932,331127,0,780.4,0,11211.4,40.846785,-73.924929
680 Jefferson Ave,Brooklyn,11221,27792,32695.99551,171051.5,0,216.7,0,3478.4,40.685516,-73.930562
2239-41 Creston Avenue,Bronx,10453,36936,32800.84524,222201.4,0,230.2,0,Not Available,40.85672,-73.901576
2323 Creston Avenue,Bronx,10468,24161,28241.13587,124959.1,0,181.5,0,2069.8,40.858465,-73.900532
2629 Sedgwick Avenue,Bronx,10468,42000,2927.833346,146616.7,0,52.5,0,Not Available,40.869096,-73.905122
728 Driggs Avenue,Brooklyn,11211,26190,20678.46883,190644.9,0,157.8,0,2781.1,40.713014,-73.960383
22-45 Dix Avenue,Queens,11691,21070,21975.16176,128734,0,149.1,0,Not Available,40.606668,-73.756245
22-37 Dix Avenue,Queens,11691,21070,21715.83045,154619,0,154.3,0,2685.5,40.606629,-73.756058
22-29 Dix Avenue,Queens,11691,21070,21604.03764,124488,0,146.1,0,3064,40.606588,-73.755868
22-59 Dix Avenue,Queens,11691,21070,13510.84994,75615,0,90.8,0,1462.1,40.606757,-73.756674
22-51 Dix Avenue,Queens,11691,21070,19799.68987,107203,0,132.2,0,3351,40.606699,-73.756389
114-05 170th Street,Queens,11434,57035,48915.99734,506526.1,0,387.3,0,7452.8,40.691052,-73.779762
609 WEST 51 STREET,Manhattan,10019,104934,39996.6763,2247543.3,0,778.3,0,315.2,40.766689,-73.994592
180 TROY AVENUE,BROOKLYN,11213,753400,Not Available,0,0,0,0,Not Available,40.673294,-73.9363
605 FDR DRIVE,MANHATTAN,10002,1993701,5945.18478,15886237,0,4031.1,0,Not Available,40.718356,-73.97521
72 COLUMBIA STREET,MANHATTAN,10002,140963,Not Available,812975.3,0,204.7,0,Not Available,40.717007,-73.980268
443 EAST 137TH STREET,BRONX,10454,233370,Not Available,1681595.1,0,423.4,0,Not Available,40.807677,-73.921563
427 SAINT ANNS AVENUE,BRONX,10454,93350,Not Available,541135.1,0,136.2,0,Not Available,40.811402,-73.914626
480 EAST 143RD STREET,BRONX,10454,335010,Not Available,2379129.8,0,599,0,Not Available,40.811179,-73.917773
521 EAST 146TH STREET,BRONX,10455,105890,Not Available,632132.7,0,159.1,0,Not Available,40.812805,-73.915574
785 SCHENCK AVENUE,BROOKLYN,11207,1476675,1520893.949,8510523.1,0,10220.8,0,Not Available,40.66111,-73.883886
1455 HARROD AVENUE,BRONX,10472,1244450,66570.2845,8772613.2,0,2562.2,0,94289,40.835052,-73.874981
1350 MANOR AVENUE,BRONX,10472,126670,7297.843517,862706.8,0,256,0,Not Available,40.833016,-73.877331
284 SUTTER AVENUE,BROOKLYN,11212,1233950,1210789.378,8610203,0,8849.7,0,Not Available,40.667224,-73.909555
284 SUTTER AVENUE,BROOKLYN,11212,2809400,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.667224,-73.909555
811 FLUSHING AVENUE,BROOKLYN,11206,1327600,49111.62,8680345.4,0,2446.2,0,Not Available,40.70117,-73.940049
65 EAST 99TH STREET,MANHATTAN,10029,1164050,1222053.289,8279560.1,0,8575.4,0,Not Available,40.788974,-73.952259
436 WEST 27TH DRIVE,MANHATTAN,10001,131916,3766.262992,641546.5,0,181.5,0,Not Available,40.749773,-74.001252
865 NOBLE AVENUE,BRONX,10473,349800,514323.7768,2790787.7,0,3434.4,0,Not Available,40.822381,-73.868057
865 NOBLE AVENUE,BRONX,10473,1538500,36770.5776,Not Available,Not Available,195.3,Not Available,Not Available,40.822381,-73.868057
825 COLUMBUS AVENUE,MANHATTAN,10025,1393098,Not Available,7816277.3,0,1967.8,0,Not Available,40.795701,-73.965437
288 10TH AVENUE,MANHATTAN,10001,515848,21886.11228,4136823.9,0,1157.7,0,Not Available,40.75005,-74.002436
360 MOTHER GASTON BOULEVARD,BROOKLYN,11212,450000,494379.1239,2867122.7,0,3352.4,0,Not Available,40.670439,-73.90706
210Q WEST 153RD STREET,MANHATTAN,10039,515550,16452.41436,3474837.8,0,962.2,0,Not Available,40.826805,-73.935697
2850 F DOUGLASS BOULEVARD,MANHATTAN,10039,109700,4252.924859,1007045.8,0,276.1,0,Not Available,40.826936,-73.938909
131 MOORE STREET,BROOKLYN,11206,224400,8090.55363,1559976.4,0,435.7,0,Not Available,40.70395,-73.940454
102 MONUMENT WALK,BROOKLYN,11205,1521000,1556678.634,10966068.1,0,11029.1,0,Not Available,40.694099,-73.978908
310 EAST 115TH STREET,MANHATTAN,10029,1497670,1618206.985,10967720.3,0,11356.3,0,Not Available,40.79612,-73.937876
1581 PARK AVENUE,MANHATTAN,10029,1261187,1381516.637,9761754.5,0,9795.5,0,Not Available,40.797353,-73.944654
1581 PARK AVENUE,MANHATTAN,10029,2758857,127284.7813,Not Available,Not Available,676.1,Not Available,Not Available,40.797353,-73.944654
154 KINGSBOROUGH 1ST WALK,BROOKLYN,11233,838000,56304.1047,6604078.5,0,1961.7,0,Not Available,40.675095,-73.927245
447 KINGSBOROUGH 4TH WALK,BROOKLYN,11233,137000,Not Available,681345.4,0,171.5,0,Not Available,40.675242,-73.924931
45 RUTGERS STREET,MANHATTAN,10002,1058212,47435.5328,7364753.1,0,2106.1,0,Not Available,40.712076,-73.989864
282 CHERRY STREET,MANHATTAN,10002,108552,8439.58018,503827.5,0,171.7,0,Not Available,40.711387,-73.988356
110 EAST 99TH STREET,MANHATTAN,10029,525668,444951.1469,3105869.7,0,3145.3,0,Not Available,40.788359,-73.950862
110 EAST 99TH STREET,MANHATTAN,10029,3094106,61083.705,Not Available,Not Available,324.4,Not Available,Not Available,40.788359,-73.950862
570 STANLEY AVENUE,BROOKLYN,11207,1640631,1440418.05,11982992.9,0,10667.6,0,Not Available,40.657787,-73.887525
550 SUTTER AVENUE,BROOKLYN,11207,253750,94020.89315,Not Available,Not Available,Not Available,Not Available,Not Available,40.668843,-73.898731
180 POWELL STREET,BROOKLYN,11212,541000,572205.633,3922529.9,0,4036.7,0,Not Available,40.670245,-73.904108
180 BROOK AVENUE,BRONX,10454,1158740,47556.4841,8612458.3,0,2420.9,0,Not Available,40.806073,-73.920297
169 CYPRESS AVENUE,BRONX,10454,129600,4825.80732,898457.3,0,251.8,0,Not Available,40.803901,-73.91573
1385 WASHINGTON AVENUE,BRONX,10456,1128150,58824.23226,10460973.6,0,2946.1,0,Not Available,40.834848,-73.904918
1420 WASHINGTON AVENUE,BRONX,10456,792250,32205.76511,5060068.9,0,1445,0,Not Available,40.835657,-73.90444
450 EAST 169TH STREET,BRONX,10456,194550,4932.613835,1576725.3,0,423.2,0,Not Available,40.833334,-73.906807
2241 BATCHELDER STREET,BROOKLYN,11229,1129800,37768.18165,6301765.2,0,1787.1,0,Not Available,40.597814,-73.938474
40-01 12TH STREET,QUEENS,11101,1249000,1953853.429,8955586.3,0,12632.5,0,Not Available,40.756011,-73.942855
40-01 12TH STREET,QUEENS,11101,2533600,111025.1408,Not Available,Not Available,589.7,Not Available,Not Available,40.756011,-73.942855
41-01 12TH STREET,QUEENS,11101,1284600,968532.9008,8434370.1,0,7267.8,0,Not Available,40.754771,-73.94404
604 CLINTON STREET,BROOKLYN,11231,2397300,1377989.052,10334200.7,0,9920.9,0,Not Available,40.675027,-74.00173
604 CLINTON STREET,BROOKLYN,11231,2728410,46274.4103,Not Available,Not Available,245.8,Not Available,Not Available,40.675027,-74.00173
80 DWIGHT STREET,BROOKLYN,11231,331110,1418439.351,8628011.9,0,9706.2,0,Not Available,40.676216,-74.008818
152 AVENUE D,MANHATTAN,10009,5207812,783320.328,Not Available,Not Available,4160.6,Not Available,Not Available,40.725076,-73.975009
153 MARCUS GARVEY BOULEVARD,BROOKLYN,11206,749000,78.78074833,5392794.9,0,1358.1,0,Not Available,40.693254,-73.940074
93 LEWIS AVENUE,BROOKLYN,11206,325000,1849.882258,2124787.8,0,544.8,0,Not Available,40.694251,-73.937282
2985 AVENUE X,BROOKLYN,11235,974200,38617.12236,7808921.1,0,2171.1,0,Not Available,40.594125,-73.937859
2985 AVENUE X,BROOKLYN,11235,2104000,2677706.813,Not Available,Not Available,14222.6,Not Available,Not Available,40.594125,-73.937859
639 ROSEDALE AVENUE,BRONX,10473,1188700,1115728.842,8988882.1,0,11270.6,0,Not Available,40.817342,-73.865882
106-24 159TH STREET,QUEENS,11433,341600,Not Available,2159538,0,543.7,0,Not Available,40.697916,-73.795921
106-24 159TH STREET,QUEENS,11433,1000518,1382403.569,4208310.8,0,8405.6,0,Not Available,40.697916,-73.795921
2731 SAMPSON AVENUE,BRONX,10465,1284280,990264.4686,9180607.3,0,7571.1,0,Not Available,40.818411,-73.824143
680 BALCOM AVENUE,BRONX,10465,397970,417103.1789,2602028.4,0,2962.8,0,Not Available,40.822742,-73.827496
360 WILLIAMS AVENUE,BROOKLYN,11207,504240,30045.49369,4030732.6,0,1174.4,0,Not Available,40.66713,-73.898525
340 GEORGIA AVENUE,BROOKLYN,11207,186600,8803.971633,1432769.7,0,407.5,0,Not Available,40.668284,-73.896904
414 SUTTER AVENUE,BROOKLYN,11212,1575450,92470.4114,11036134.9,0,3269.6,0,Not Available,40.668057,-73.903963
70 GOUVERNEUR STREET,MANHATTAN,10002,1190112,780414.6298,8862166.3,0,6376.3,0,Not Available,40.712545,-73.983775
70 GOUVERNEUR STREET,MANHATTAN,10002,1391256,741568.313,1053992.1,0,4204.2,0,Not Available,40.712545,-73.983775
10 AVENUE D,MANHATTAN,10009,1702331,1929503.445,11921730.4,0,13426.8,0,Not Available,40.720364,-73.978438
1761 3RD AVENUE,MANHATTAN,10029,1404388,1060986.852,9866072.8,0,8119.3,0,Not Available,40.786135,-73.948625
820 HENDERSON AVENUE,STATEN ISLAND,10310,534260,3446.684653,3957245,0,1014.6,0,Not Available,40.636717,-74.1193
159 ALASKA STREET,STATEN ISLAND,10310,74100,4194.340384,549867.8,0,160.7,0,Not Available,40.634756,-74.120309
131 CUMBERLAND WALK,BROOKLYN,11205,1349100,71789.4028,8734740.5,0,2580.4,0,Not Available,40.694013,-73.97383
131 CUMBERLAND WALK,BROOKLYN,11205,2870100,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.694013,-73.97383
393 POWELL STREET,BROOKLYN,11212,276300,242781.5949,1782006.3,0,1738.2,0,Not Available,40.66482,-73.902724
180 TROY AVENUE,BROOKLYN,11213,1128400,1069270.389,8001714.4,0,7693.9,0,40892.3,40.673294,-73.9363
605 FDR DRIVE,MANHATTAN,10002,2134664,2763420.113,Not Available,Not Available,14677.8,Not Available,Not Available,40.718356,-73.97521
443 EAST 137TH STREET,BRONX,10454,326720,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.807677,-73.921563
785 SCHENCK AVENUE,BROOKLYN,11207,3117306,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.66111,-73.883886
1455 HARROD AVENUE,BRONX,10472,1371120,1375872.436,Not Available,Not Available,7307.9,Not Available,Not Available,40.835052,-73.874981
811 FLUSHING AVENUE,BROOKLYN,11206,1552000,1557345.822,Not Available,Not Available,8271.8,Not Available,Not Available,40.70117,-73.940049
825 COLUMBUS AVENUE,MANHATTAN,10025,2221782,1393702.746,5240340.4,0,8772.2,0,Not Available,40.795701,-73.965437
288 10TH AVENUE,MANHATTAN,10001,647764,591246.3476,Not Available,Not Available,3140.4,Not Available,Not Available,40.75005,-74.002436
210Q WEST 153RD STREET,MANHATTAN,10039,625250,1703210.432,Not Available,Not Available,9046.6,Not Available,Not Available,40.826805,-73.935697
154 KINGSBOROUGH 1ST WALK,BROOKLYN,11233,975000,958742.189,Not Available,Not Available,5092.3,Not Available,Not Available,40.675095,-73.927245
45 RUTGERS STREET,MANHATTAN,10002,1166764,1065948.994,Not Available,Not Available,5661.8,Not Available,Not Available,40.712076,-73.989864
180 POWELL STREET,BROOKLYN,11212,991000,42756.14083,Not Available,Not Available,227.1,Not Available,Not Available,40.670245,-73.904108
180 BROOK AVENUE,BRONX,10454,1288340,1659266.505,Not Available,Not Available,8813.2,Not Available,Not Available,40.806073,-73.920297
1385 WASHINGTON AVENUE,BRONX,10456,2114950,2678483.438,Not Available,Not Available,14226.7,Not Available,Not Available,40.834848,-73.904918
152 AVENUE D,MANHATTAN,10009,1511780,1665848.095,9131373.1,0,11147,0,7702.4,40.725076,-73.975009
153 MARCUS GARVEY BOULEVARD,BROOKLYN,11206,1074000,1305290.11,Not Available,Not Available,6933,Not Available,Not Available,40.693254,-73.940074
360 WILLIAMS AVENUE,BROOKLYN,11207,944590,833785.3116,Not Available,Not Available,4428.6,Not Available,Not Available,40.66713,-73.898525
414 SUTTER AVENUE,BROOKLYN,11212,1717250,1759740.962,641713.7,0,12022.3,0,Not Available,40.668057,-73.903963
430 DUMONT AVENUE,BROOKLYN,11212,418100,21329.95344,Not Available,Not Available,113.3,Not Available,Not Available,40.664982,-73.903308
820 HENDERSON AVENUE,STATEN ISLAND,10310,608360,647917.1812,Not Available,Not Available,3441.4,Not Available,Not Available,40.636717,-74.1193
131 CUMBERLAND WALK,BROOKLYN,11205,1349100,1232506.687,Not Available,Not Available,6546.4,Not Available,Not Available,40.694013,-73.97383
785 SCHENCK AVENUE,BROOKLYN,11207,3117306,2961311.999,20493516,0,20888.4,0,Not Available,40.66111,-73.883886
180 TROY AVENUE,BROOKLYN,11213,1128400,1069270.389,8001714.4,0,7693.9,0,40892.3,40.673294,-73.9363
1455 HARROD AVENUE,BRONX,10472,1371120,1449740.564,9635320,0,10126,0,94289,40.835052,-73.874981
284 SUTTER AVENUE,BROOKLYN,11212,3227500,3327112.3,22070057.8,0,25993.1,0,Not Available,40.667224,-73.909555
811 FLUSHING AVENUE,BROOKLYN,11206,1552000,1614547.995,10240321.8,0,11153.7,0,Not Available,40.70117,-73.940049
865 NOBLE AVENUE,BRONX,10473,1538500,1666823.196,11779669.8,0,14900.4,0,Not Available,40.822381,-73.868057
825 COLUMBUS AVENUE,MANHATTAN,10025,2221782,1393702.746,13056617.6,0,10740,0,Not Available,40.795701,-73.965437
288 10TH AVENUE,MANHATTAN,10001,647764,616898.7229,4778370.4,0,4479.6,0,Not Available,40.75005,-74.002436
210Q WEST 153RD STREET,MANHATTAN,10039,625250,1723915.771,4481883.6,0,10284.9,0,Not Available,40.826805,-73.935697
1581 PARK AVENUE,MANHATTAN,10029,2758857,3127008.403,20729474.8,0,21827.9,0,Not Available,40.797353,-73.944654
154 KINGSBOROUGH 1ST WALK,BROOKLYN,11233,975000,1015046.294,7285423.9,0,7225.6,0,Not Available,40.675095,-73.927245
45 RUTGERS STREET,MANHATTAN,10002,1166764,1121824.107,7868580.7,0,7939.5,0,Not Available,40.712076,-73.989864
110 EAST 99TH STREET,MANHATTAN,10029,3094106,2789074.993,21251502.7,0,20164.4,0,Not Available,40.788359,-73.950862
180 POWELL STREET,BROOKLYN,11212,991000,1109340.898,6789652.6,0,7616.2,0,Not Available,40.670245,-73.904108
180 BROOK AVENUE,BRONX,10454,1288340,1711648.796,9510915.6,0,11485.9,0,Not Available,40.806073,-73.920297
1385 WASHINGTON AVENUE,BRONX,10456,2114950,2774446.049,17097767.7,0,19040.9,0,Not Available,40.834848,-73.904918
40-01 12TH STREET,QUEENS,11101,2533600,3033411.47,17389956.4,0,20490,0,Not Available,40.756011,-73.942855
604 CLINTON STREET,BROOKLYN,11231,2728410,2842702.813,18962212.5,0,19872.9,0,Not Available,40.675027,-74.00173
152 AVENUE D,MANHATTAN,10009,5348775,7148037.166,37752315.7,0,47648.1,0,7702.4,40.725076,-73.975009
153 MARCUS GARVEY BOULEVARD,BROOKLYN,11206,1074000,1307218.773,7517582.7,0,8835.9,0,Not Available,40.693254,-73.940074
2985 AVENUE X,BROOKLYN,11235,2104000,2754092.117,14110686.3,0,18180.8,0,Not Available,40.594125,-73.937859
106-24 159TH STREET,QUEENS,11433,1000518,1382403.569,6367848.8,0,8949.3,0,Not Available,40.697916,-73.795921
70 GOUVERNEUR STREET,MANHATTAN,10002,1391256,1521982.943,9916158.3,0,10580.5,0,Not Available,40.712545,-73.983775
820 HENDERSON AVENUE,STATEN ISLAND,10310,608360,655558.2063,4507112.7,0,4616.7,0,Not Available,40.636717,-74.1193
131 CUMBERLAND WALK,BROOKLYN,11205,2870100,2860974.724,19700808.6,0,20155.9,0,Not Available,40.694013,-73.97383
443 EAST 137TH STREET,BRONX,10454,326720,Not Available,2222730.2,0,559.6,0,Not Available,40.807677,-73.921563
480 EAST 143RD STREET,BRONX,10454,440900,Not Available,3011262.4,0,758.1,0,Not Available,40.811179,-73.917773
360 WILLIAMS AVENUE,BROOKLYN,11207,944590,935825.7481,5935320,0,6464.9,0,Not Available,40.66713,-73.898525
2731 SAMPSON AVENUE,BRONX,10465,1682250,1407367.647,11782635.7,0,10533.9,0,Not Available,40.818411,-73.824143
461 Sixth Street,Brooklyn,11215,28125,148.0000007,13720.5,0,77.7,0,26.3,40.669001,-73.98066
909 Beck St,New York,10459,76264,33326.51853,278773.3,0,247.2,0,Not Available,40.819642,-73.895315
118 2ND AVENUE,BROOKLYN,11215,136000,30315.24832,2048454.3,0,676.7,0,0,40.67192,-73.993965
5602 AVENUE U,BROOKLYN,11234,120590,36536.29007,1429443.7,0,553.9,0,709.6,40.61222,-73.918839
3457 Eastchester Road,Bronx,10469,263626,295159.5985,1049135.7,0,1831.9,0,25214.4,40.877957,-73.84688
1410 Hicks Street,Bronx,10469,142820,98999.42998,637018.8,0,686.2,0,Not Available,40.878356,-73.849952
3468 Fenton Avenue,Bronx,10469,240919,252751.2564,873698.4,0,1562.4,0,23060.9,40.877622,-73.848797
3466 Fish Avenue,Bronx,10469,270039,227569.9984,1043126,0,1471.4,0,Not Available,40.877133,-73.850519
3465 Fish Avenue,Bronx,10469,324113,287729.2862,1297751.7,0,1855,0,30363.1,40.877097,-73.850523
1520 Story Avenue,The Bronx,10473,338550,80829.46938,1016109.6,0,685.1,0,Not Available,40.821694,-73.877424
1530 Story Avenue,The Bronx,10473,350345,Not Available,1059958.7,0,0,0,Not Available,40.82174,-73.877059
2610 Brooklyn Queens Expwy,Woodside,11377,40750,1634.484045,123965.5,0,39.9,0,219.7,40.762193,-73.902311
178-10 Jamaica Ave,Hollis,11423,38000,Not Available,661539.7,0,166.5,0,192.2,40.707982,-73.782869
525 Lexington Avenue,New York,10017,406261,292567.9664,5776480.6,0,3008.2,0,4262.4,40.755685,-73.972943
2629 CROPSEY AVE,Brooklyn,11214,75586,40897.99609,319664.6,0,297.7,0,8188.2,40.589521,-73.99083
20 West Mosholu Parkway South,Bronx,10468,1074490,872766.2532,5597677.6,0,6044.9,0,74526.2,40.880209,-73.885897
69-10 34th Avenue,Queens,11377,26500,10642.9999,424062.4,0,163.3,0,457.8,40.752482,-73.896857
2460 47th Street,Astoria,11103,26800,7803.849746,275216.7,0,110.7,0,161.6,40.76612,-73.905489
1425 york avenue,New York,10021,29000,13022.5164,136953.5,0,103.6,0,1717.5,40.769229,-73.952024
1065 Jerome Avenue,New York,10452,59952,2135.186494,256434.1,0,75.9,0,5970.2,40.833529,-73.924908
2608 Creston Avenue,New York,10468,58896,68789.10303,255316.8,0,429.7,0,4616.9,40.865265,-73.896397
1098-1100 Gerard Avenue,New York,10452,55000,43717.9312,237183.2,0,291.9,0,8268.5,40.832618,-73.921927
1112-1114 Gerard Avenue,New York,10452,55000,46594.68634,251959.2,0,310.9,0,7556,40.833211,-73.921576
1197 Grand Concourse,Bronx,10452,59075,46357.0798,276509,0,315.8,0,8254.8,40.834224,-73.918001
1534 Selwyn Avenue,Bronx,10457,80838,62312.31698,356498.2,0,420.7,0,11921.8,40.841242,-73.910388
460 Brielle Ave,Staten Island,10314,115563,42348.78924,6859140.2,0,1951.8,0,3893.3,40.593798,-74.135437
28 Box St,Brooklyn,11222,169973,67886.0041,1500861.2,0,738.4,0,7791.9,40.737246,-73.955778
70 N Burgher Ave,Staten Island,10310,236523,173850.7655,522571.8,0,1055,0,24034.2,40.63965,-74.11545
42 Richards Street,Brooklyn,11231,27000,3588.000102,57859.6,0,33.6,0,218.4,40.680341,-74.006724
231 East 76th Street,New York,10021,82065,36363.35561,326983,0,275.5,0,1999.5,40.771995,-73.957896
56 7th Avenue,New York,10011,142593,82758.28153,1092208.6,0,751.7,0,7588.2,40.738308,-73.999874
340 East 52nd Street,New York,10022,57042,34216.45302,231546.4,0,240,0,1688.4,40.755683,-73.966566
40 East 89th Street,New York,10128,117340,62965.3215,1088270.1,0,608.4,0,3755.2,40.782647,-73.957084
211 West 56th Street,New York,10019,344775,357048.9912,2085301.9,0,2421.5,0,11155.1,40.765139,-73.981206
255 Fieldston Terrace,Bronx,10471,85523,2.00000008,308379.7,0,583.4,0,Not Available,40.895686,-73.898158
525 West 238th Street,Bronx,10463,117929,Not Available,Not Available,Not Available,Not Available,Not Available,3738.1,40.888394,-73.908827
601 Kappock Street,Bronx,10463,129600,74326.28002,362246.4,0,486,0,3144.1,40.878975,-73.916687
3515 Henry Hudson Parkway,Bronx,10463,101800,63819.07733,393973.2,0,438.2,0,Not Available,40.886399,-73.912823
3206 Fairfield Avenue,Bronx,10463,59352,49023.48289,218083.2,0,315.3,0,2614.9,40.884599,-73.913588
4445 Post Road,Bronx,10463,62088,Not Available,205654.3,0,0,0,2105,40.892017,-73.898051
2711 Henry Hudson Parkway,Bronx,10463,82559,47431.78132,426922.8,0,359.4,0,2638.9,40.88169,-73.917172
3720 Independence Avenue,Bronx,10463,72594,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.888508,-73.913069
251 Seaman Avenue,New York,10034,63804,30679.27008,213252.2,0,216.6,0,1623.3,40.871766,-73.918157
645 West 239th Street,Bronx,10463,65766,47047.27727,181763.7,0,295.7,0,2132.4,40.889726,-73.912543
60 Cooper Street,New York,10034,63527,32948.25361,Not Available,Not Available,Not Available,Not Available,Not Available,40.868097,-73.922862
1874 Pelham Parkway South,Bronx,10461,85218,61211.15931,391295.5,0,423.6,0,Not Available,40.85552,-73.830415
3030 Johnson Avenue,Bronx,10463,64310,1934.154849,302345.8,0,409,0,2653.3,40.881515,-73.911289
315 West 232nd Street,Bronx,10463,70447,47763.02848,300508.3,0,329.3,0,4252.7,40.882086,-73.90744
687 West 204th Street,New York,10034,62263,Not Available,189648.8,0,0,0,1694.3,40.867867,-73.923647
190 East Mosholu Parkway,Bronx,10458,63763,50727.23632,197502.4,0,319.2,0,2898,,
532 West 111th Street,New York,10025,53093,21804.81225,184242.8,0,192.9,0,1732.9,40.804478,-73.96541
3635 Johnson Avenue,Bronx,10463,106684,83121.85759,407170,0,544,0,4024.5,40.887566,-73.909469
3065 Sedgwick Avenue,Bronx,10468,75390,Not Available,327366.8,0,0,0,3025.7,40.87645,-73.899767
75 W. 238th Street,Bronx,10463,77000,Not Available,Not Available,Not Available,Not Available,Not Available,3592.1,40.882242,-73.897043
3816 Waldo Avenue,Bronx,10463,59005,30493.42762,338209,0,247.1,0,1201.4,40.887742,-73.90362
2734 Independence Avenue,Bronx,10463,83880,55965.39337,442173.8,0,408.6,0,2941.5,40.882818,-73.917362
620-640 West 239th Street,Bronx,10463,110400,65528.43737,390011.7,0,446.2,0,2555.9,40.889637,-73.911686
620 West 239th Street,Bronx,10463,55200,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.889637,-73.911686
640 West 239th Street,Bronx,10463,55200,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.889698,-73.912402
3850 Sedgwick Avenue,Bronx,10463,151130,50138.62135,681089.9,0,437.8,0,Not Available,40.882693,-73.895039
115 Payson Avenue,New York,10034,31140,Not Available,102752,0,0,0,910.4,40.868445,-73.926289
518 Fort Washington Avenue,New York,10033,41552,723.6595362,Not Available,Not Available,Not Available,Not Available,1791.6,40.852675,-73.937642
235 West 108th Street,New York,10025,36045,Not Available,149287.1,0,0,0,1120.6,40.802393,-73.966282
3701 Henry Hudson Parkway,Bronx,10463,82500,53347.05071,297952.7,0,358.4,0,3728.3,40.888317,-73.911095
512 Kappock Street,Bronx,10463,43000,25300.76801,101591.9,0,160,0,1030.8,40.877343,-73.917966
25 Knolls Crescent,Bronx,10463,247247,195376.2458,1048237.3,0,1301.6,0,10179.2,40.878548,-73.91812
3220 Fairfield Avenue,Bronx,10463,36000,24062.57619,251652.5,0,191.2,0,Not Available,40.884844,-73.913472
241 West 108th Street,New York,10025,48150,27194.72216,110432.6,0,172.2,0,1939,40.80261,-73.966798
500 West 111th Street,New York,10025,49868,42852.7822,429781,0,335.8,0,Not Available,40.803657,-73.963475
2530 Independence Avenue,The Bronx,10463,79296,49308.92314,287921.1,0,334.4,0,Not Available,40.880351,-73.921025
